lat,lng
-31.0525769,-52.0383096
-30.701656,-52.110028
-31,-52
-30.544365,-52.525148
-31,-52
-31.008623,-52.052319
-30.858688,-71.229332
-30.704663,-71.028012
-30.695559,-70.911579
-30.781215,-70.949758
-31.178346,-71.00295
-30.848694,-71.25105
-30.69854,-70.958506
-30.713312,-70.902752
-31.175855,-71.002229
-30.8356250456459,-71.3033294677734
-12.1419419751345,-45.0110292434692
-12.1598484226015,-45.0063192844391
-12.1636713152832,-45.0076603889465
-12.13701,-45.013815
-12.13834,-45.0130417
-12.159761385721,-45.006257327992
-12.1592112684772,-45.0060135126114
-12.1744973021601,-45.011351108551
-12.1563899421576,-45.0056540966034
-12.1662906729736,-45.0087037682533
-19.793613,-45.682839
-19.7973892,-45.6940595
-19.7902964,-45.685663
-19.842493,-45.406019
-19.789306,-45.682585
-19.78319344,-45.660587
-20.014652,-45.542142
-19.799429,-45.683844
-20.0103452,-45.5438226
-19.782316,-45.563991
-20.654265,-46.215534
-20.69985902,-46.36240717
-20.863753,-46.385419
-21.126145,-46.421739
-20.70485785,-46.25828638
-20.706756,-46.367737
-21.125866,-46.42115
-20.6554766,-46.197359
-20.661323,-46.231222
-20.862952,-46.383629
-21.3596905,-46.1531138
-21.341017,-46.38681
-21.373895,-46.159027
-21.355128,-46.15209
-21.096617,-46.201384
-21.358332,-46.151127
-21.358623,-46.145785
-21.293381,-46.141162
-24.7922331,-50.0116841
-24.7922331,-50.0116841
-24.789555,-50.011918
-24.789429,-50.012762
-24.7902841,-50.0087541
-24.786187,-50.018802
-24.7951643,-50.0148673
-24.268211,-50.236281
-24.246823,-50.246041
-24.253021,-49.708465
-24.24014,-49.685151
-24.532015,-49.938135
-23.878704,-49.803342
-24.5321,-49.931727
-24.243979,-50.242855
-24.791446,-49.945543
-24.783799,-49.950309
-27.1013866218605,-48.9236640930176
-27.103537,-48.921552
-27.1086875,-48.9196527
-27.103537,-48.921552
-27.1078956127159,-48.9264535903916
-27.1062383378363,-48.9189004898071
-27.144693,-48.906199
-27.1129473033226,-48.9186054468155
-29.3641412,-50.8087594
-29.364345,-50.80811
-29.3658929278173,-50.8113974332809
-29.363327,-50.805244
-29.3600161300579,-50.7914257049561
-29.363138,-50.787313
-29.364487,-50.809459
-29.367166,-50.811995
-29.372362,-50.816942
-29.366591,-50.807013
-30.0581278088377,-51.1750942468643
-23.5473072610301,-46.6522407531738
-23.5572210223453,-46.6536998748779
-30.0363311743368,-51.1872339248657
-30.0354023658697,-51.1853456497192
-30.0365912391476,-51.1858606338501
-30.036386902568,-51.1861610412598
-30.0358481950204,-51.1873519420624
-30.036625,-51.186641
-30.0354,-51.186874
-30.037118,-51.187185
-30.036925607187,-51.1865901947021
-30.036444,-51.186434
-30.045783519744,-51.230118
-30.0458275,-51.203722
-30.0438308715812,-51.2022972106919
-30.045351,-51.204494
-30.044079,-51.203841
-30.0446788,-51.2018367
-30.0449182,-51.2022735
-30.043569,-51.202255
-30.04312641,-51.20254077
-30.043565,-51.202009
-30.0492617,-51.2100022
-30.0512552261344,-51.209878
-30.0513224,-51.2083699
-30.0517728,-51.2077356
-30.0520763,-51.2087915
-30.0515642,-51.2083244
-30.050156,-51.211064
-30.0516195,-51.2075724
-30.050156,-51.211064
-30.034491,-51.204191
-30.0284386,-51.1992294
-23.5417992928029,-46.6294312477112
48.8606069251555,2.35224366188049
-23.5644548,-46.6528844
48.8520976,2.3555144
48.852019,2.3559505
48.8519465,2.3561128
48.852173,2.355026
48.852319,2.355151
48.8523014,2.3551789
48.8522098,2.3554284
48.852026,2.356037
48.846841097567,2.33596801757812
-30.0483423,-51.2179947
-30.0228811781866,-51.219334602356
-30.100886,-51.265945
-30.0967593026748,-51.2570142745972
-30.0983187288832,-51.2605655193329
-30.0988847,-51.2640844
-30.102055,-51.261006
-30.09778,-51.257213
-30.104936,-51.262892
-30.102841,-51.257494
-30.1100553,-51.2575476
-30.116398,-51.270649
-30.111647,-51.261177
-30.1100553,-51.2575476
-30.103977,-51.261031
-30.104795,-51.262871
-30.123824,-51.250514
-30.123024,-51.252942
-30.1316733,-51.2402792
-30.123318,-51.254791
-30.1228564,-51.2510164
-30.122385,-51.2527015
-30.1270222,-51.2425512
-30.131388,-51.240385
-30.122932,-51.2491906
-30.1210761254574,-51.2531518936157
-27.0942423738895,-52.6169157028198
-27.09414,-52.61700295
-27.0950639247886,-52.6157569885239
-27.094324,-52.6157999038681
-27.095299,-52.615648
-27.0916950702667,-52.6158267259598
-27.0926424,-52.6177137
-27.0935884,-52.6148224
-27.092223,-52.617814
-27.097133,-52.61262
-27.094591856002,-52.613668
-27.095882,-52.61502
-27.0959234144189,-52.614426612854
-27.0943187853701,-52.610821723938
-27.0976617366089,-52.6144587993622
-27.0975744724266,-52.6143836975082
-27.0985690918682,-52.6137185096741
-27.0958419,-52.6187249
-27.0949932,-52.6189539
-27.098977,-52.62129
-27.0961284,-52.6201979
-27.0957323883568,-52.6196193695068
-27.0959115028373,-52.6170015335068
-27.0967814,-52.6186069
-27.094243,-52.618063
-27.094916,-52.619122
-27.0961284,-52.6201979
-27.100389,-52.618853
-27.09995,-52.6189778
-27.0996468,-52.6175702
-27.101529,-52.620915
-27.10255,-52.620064
-27.098368406295,-52.6179027557358
-27.0975530147545,-52.6160788536057
-27.096613,-52.61704
-27.098796,-52.615886
-27.095022,-52.616751
-27.1016349,-52.6150073
-27.1005129,-52.616064
-27.099707,-52.61572
-27.1019776,-52.6149211
-27.1004697385266,-52.6143407821655
-27.1026526,-52.6147315
-27.1003455766645,-52.6144158840179
-27.100858,-52.615483
-27.1011826,-52.6155245
-27.102112482508,-52.6147055625916
-27.0953523166667,-52.61506185
-27.0988269704423,-52.6149094104767
-27.0988404750824,-52.6135629415512
-27.0981634,-52.6139299
-27.0977142679034,-52.614786028862
-27.0981634,-52.6139299
-30.0451358461275,-51.1978769302368
-30.0213525,-51.2081154
-30.0220687,-51.2085079
-30.0227636,-51.2093806
-30.0226721,-51.2091007
-30.022318,-51.20873
-30.022574,-51.208681
-30.023757,-51.208704
-30.021427,-51.208051
-30.023841,-51.20888
-30.021888,-51.207784
-30.023784,-51.208375
-30.0248184204102,-51.2085843086228
-30.0234954,-51.209967
-30.022947,-51.196517
-30.023136,-51.196527
-30.0230415,-51.1968564
-30.0230415,-51.1968564
-30.0229973,-51.1967553
-30.023118,-51.196863
-30.022862,-51.197097
-30.0237993,-51.1967142
-30.0236755,-51.1967745
-30.023862,-51.196973
-30.0239555,-51.2062185
-30.0251,-51.208772
-30.025407,-51.208161
-30.0242579,-51.2063987
-30.024086,-51.20789
-30.0243574,-51.208177
-30.021851,-51.207626
-30.0275257201668,-51.2040138244629
-30.0406561,-51.2050641
-30.0405831,-51.2051006
-30.040834,-51.2041398
-30.042926,-51.204945
-30.046761,-51.204813
-30.0460372,-51.2045975
-30.0458042,-51.2037155
-30.0446319,-51.2043312
-30.044655,-51.204417
-30.046223,-51.203872
-30.04605,-51.204727
-30.0472718827249,-51.1993306875229
-30.0476488,-51.1998482
-30.046894,-51.201129
-30.0476488,-51.1998482
-30.0483,-51.20235
-30.0486332,-51.2017395
-30.037074,-51.194435
-30.036627,-51.194565
-30.036757,-51.194412
-30.03675439,-51.18633294
-30.036182,-51.18576
-30.038471,-51.195891
-30.038425,-51.194352
-30.038471,-51.195891
-30.039394,-51.194996
-30.0387893,-51.1956379
-30.039138,-51.196201
-30.0385231278027,-51.2075328826904
-30.0216921404586,-51.2082624435425
-30.0262437,-51.1996487
-30.025581,-51.200691
-30.025618,-51.200592
-30.0263738940459,-51.200065612793
-30.026591,-51.200116
-30.024975,-51.200178
-30.026069,-51.19877
-30.02722,-51.199625
-30.027134,-51.199747
-30.0245674,-51.2029002
-23.544887717688,-46.6632485389709
-20.4713173,-54.5808175
-20.474159,-54.582888
-20.4711644339243,-54.5736408233643
-20.473532,-54.5832993
-20.473354,-54.579949
-20.467752,-54.577192
-20.47029,-54.581233
-20.470311,-54.580559
-21.8004219,-50.8722064
-21.796769,-50.872702
-21.796816,-50.87505
-21.794036,-50.873004
-21.7959302,-50.8773512
-21.79111,-50.870717
-21.794941,-50.872406
-23.6702063,-46.5030772
-23.6721199,-46.498093
-23.6755782,-46.4971635
-23.6737822,-46.4971461
-23.666912,-46.495765
-23.5247523,-46.9534404
-23.5268723,-46.9550404
-23.5268723,-46.9550404
-23.528231,-46.947583
-23.5268723,-46.9550404
-23.52784,-46.949202
-21.979455,-47.880984
-21.8984109,-47.8939356
-21.945558,-47.897204
-21.973781,-47.901769
-21.9797124265737,-47.8809285163879
-21.866922,-47.894286
-21.962966,-47.898398
-21.8478086,-47.9115416
-7.2012449,-48.2081275
-7.201745,-48.214861
-7.2028256,-48.2074116
-7.19785114225335,-48.2126641273499
-7.2028256,-48.2074116
-7.197342,-48.211273
-7.1969144440826,-48.2081365585327
-7.1930046,-48.2073006
-7.2028256,-48.2074116
-7.1971421,-48.208173
-7.20891952514627,-48.2383060455308
-7.195223,-48.220027
-7.1939577,-48.2107473
-7.1942481,-48.2033635
-7.1944445,-48.2026555
-30.0277041,-51.2287346
-30.0277041,-51.2287346
-30.0277041,-51.2287346
-30.0277041,-51.2287346
-30.0314815,-51.2267454
-30.0315179,-51.2269508
-30.0318081,-51.2276251
-30.0324672738952,-51.2274134159088
-30.031653,-51.226981
-30.0323792,-51.2275415
-30.032392,-51.226802
-30.032212,-51.226951
-30.0323792,-51.2275415
-30.0323792,-51.2275415
-30.0204062,-51.1972809
-30.019431,-51.197292
-30.0198699,-51.1973297
-30.0197862,-51.1973824
-30.0198699,-51.1973297
-30.02054,-51.195234
-30.01823149,-51.19549596
-30.0197,-51.197084
-30.019958,-51.197387
-30.0103224,-51.1470312
-30.009775,-51.145662
-30.0087975970133,-51.1447477340698
-30.0089,-51.14493
-30.008816,-51.144472
-30.00979,-51.144426
-30.008414,-51.144441
-30.008604,-51.143985
-30.007271,-51.145964
-30.008939,-51.144601
-30.110552,-51.153885
-30.0978076,-51.1333893
-30.1127845,-51.1767941
-30.0765865,-51.131348
-30.126791,-51.168734
-30.133674,-51.165887
-30.0966579,-51.1389912
-30.1239917333333,-51.3568109
-30.124863,-51.336145
-30.1277575626864,-51.3549041748047
-30.1492631435386,-51.3661050796494
-30.1540706031942,-51.3715553283691
-30.1189834,-51.3588358
-29.9904748012615,-51.1774921417236
-29.9965239278603,-51.2248170375824
-29.994147,-51.218118
-29.9915315,-51.2262974
-29.986559,-51.218047
-30.014807,-51.22086
-30.0263460271191,-51.2286043167114
-30.0263106822959,-51.2270593643174
-30.0263106822959,-51.2270593643174
-30.017584,-51.232651
-30.02466,-51.227797
-30.0261819362632,-51.2277460098252
-30.022622,-51.223878
-30.0263421,-51.2277586
-30.025066137313,-51.2269520759568
-30.00639,-51.203419
-30.007792,-51.206895
-30.0049137,-51.20565
-30.007492,-51.207823
-30.0059568,-51.2047288
-30.0046083,-51.2029226
-30.007865,-51.204363
-30.0082684,-51.2043165
-30.003349,-51.203983
-29.99342305,-51.27565182
-29.998991,-51.280333
-29.989424,-51.207548
-29.989656,-51.268337
-29.983994,-51.273536
-29.969651,-51.282479
-29.9966132,-51.2117815
-30.004325,-51.233577
-30.025635,-51.240731
-30.0145483245793,-51.2207078933716
-29.962905,-51.236663
-29.91787635,-51.20679998
-29.9636031,-51.188831
-29.9429552,-51.1889398
-29.9411535,-51.1895142
-29.9431161,-51.1888475
-29.9412047,-51.1894561
-29.979559,-51.196193
-29.9611304,-51.194415
-29.997036,-51.212955
-29.998971,-51.306006
-29.996926,-51.30464
-30.000894,-51.300094
-30.0012467,-51.304972
-29.9996180390456,-51.3064956665039
-30.004665,-51.306098
-29.999837,-51.306066
-30.001761,-51.307011
-30.0065120779747,-51.3149929046631
-30.009383,-51.317779
-30.022851,-51.325101
-30.0068937256962,-51.3144710810123
-30.0065120779747,-51.3135230541229
-30.0079056934091,-51.3149070739746
-30.012741,-51.315872
-30.045,-51.328
-30.036352,-51.327548
-30.09189,-51.31904
-30.0061442,-51.31440555
-30.0222656,-51.2181383
-30.021172,-51.216851
-30.023345,-51.218647
-30.021088,-51.217208
-30.02118,-51.217158
-30.0214320365549,-51.2161159515381
-30.0222656,-51.2181383
-30.022651,-51.217834
-30.0222656,-51.2181383
-30.02324,-51.217565
-30.0204037,-51.2070724
-30.019023,-51.2097041
-30.020708,-51.207332
-30.019429,-51.2078988
-30.0183761,-51.2085914
-30.0196169,-51.2078236
-30.0195308,-51.2092464
-30.02025563,-51.20707593
-30.015155,-51.21827
-30.013559,-51.213329
-30.0129331,-51.2128018
-30.0247672,-51.2223205
-30.0256957966033,-51.2200105190277
-30.0239883,-51.2211052
-30.0257941,-51.2211746
-30.026385,-51.221009
-30.0237894058219,-51.2208795547471
-30.0255147,-51.219853
-30.0265691,-51.2209646
-30.0265868,-51.2214232
-30.029193,-51.240458
-30.0302380320372,-51.2356746196747
-30.029193,-51.240458
-30.026279,-51.243859
-30.025635,-51.240731
-30.029193,-51.240458
-30.0299536,-51.2358898
-30.030278,-51.236564
-30.031171,-51.2385062
-30.031636,-51.237574
-30.0341578,-51.2405477
-30.005517,-51.258413
-30.030004,-51.236361
-29.99721,-51.1973235
-29.9984604,-51.1958343
-29.9984287224354,-51.1975765228271
-29.997751,-51.1964673
-29.997751,-51.1964673
-29.99813694,-51.19558466
-29.998063,-51.198049
-29.997317,-51.19681
-29.9970425,-51.1975416
-29.9983941,-51.1958525
-30.037845113478,-51.2415111064911
-30.0372,-51.240909
-30.03694,-51.241312
-30.034549,-51.241165
-30.0424328,-51.3024559
-30.102441,-51.259078
-30.103747,-51.26169
-30.102713,-51.264154
-30.0228254423616,-51.2195599079132
-30.022437,-51.220111
-30.0227697065053,-51.219334602356
-30.022916,-51.219103
-30.0228440209734,-51.2194097042084
-30.023071,-51.219215
-30.029616,-51.235696
-30.001695,-51.306891
-30.0776357670326,-51.245641708374
-30.0829022,-51.24684
-30.0829022,-51.24684
-30.08088,-51.246251
-30.0829022,-51.24684
-30.0829022,-51.24684
-30.0829022,-51.24684
-30.077778,-51.245554
-30.0829022,-51.24684
-30.0829022,-51.24684
-30.033519,-51.240214
-30.0341578,-51.2405477
-30.032207198262,-51.3045644760132
-30.033538,-51.309442
-30.1157894134521,-51.3137474060059
-30.1156971,-51.3144935
-30.1140734,-51.3148631
-30.0293085,-51.2116981
-30.0289747727284,-51.2100648880005
-30.029454,-51.210962
-30.0293179,-51.2098122
-30.029313,-51.210122
-30.029211,-51.2110054
-30.0290511,-51.2101823
-30.0280352,-51.2103586
-30.0607693,-51.2003756
-30.060289,-51.200251
-30.06061,-51.198701
-30.0585552,-51.2004726
-30.061769,-51.200738
-30.060289,-51.200251
-30.057713,-51.20029
-30.0634484,-51.2060605
-30.0611457120215,-51.1746168136597
-30.025189,-51.208692
-30.025673,-51.208141
-30.025305,-51.209155
-30.025207,-51.209071
-30.02609,-51.209134
-30.029734,-51.20797
-30.029825,-51.2082825666667
-30.02957,-51.208224
-30.0290305050962,-51.2074041366577
-30.0305251,-51.2065293
-30.0288268228873,-51.20708665
-30.031092,-51.206742
-30.02912636,-51.20708665
-30.0299449,-51.2058653
-30.030702461559,-51.2063956260681
-30.037651,-51.207273
-30.0391546986165,-51.2065458297729
-30.0373714294846,-51.2082624435425
-30.038576,-51.207731
-30.037996,-51.205839
-30.037372,-51.206781
-30.038266,-51.206219
-30.039177,-51.208107
-30.0387591,-51.2083241
-30.0417557,-51.2212184
-30.0258903,-51.2056005
-30.0255564609379,-51.2048292160034
-30.0244046119364,-51.2053442001343
-30.0258537101206,-51.2056016921997
-30.024831,-51.205548
-30.0248592,-51.2048294
-30.0248592,-51.2048294
-30.0248592,-51.2048294
-30.0248592,-51.2048294
-30.025167,-51.20445
0,0
0,0
-30.0362832,-51.204109
-30.0223873,-51.2088294
-30.028367,-51.209281
-30.0282130938945,-51.2085735797882
-30.0279483,-51.2098413
-30.028518,-51.209282
-30.02847,-51.209223
-30.0277756,-51.2088019
-30.0277932,-51.2088155
-30.023479,-51.204673
-30.0231912,-51.2057424
-30.0239555,-51.2062185
-30.0233676,-51.205266
-30.0232173,-51.2057241
-30.0258276,-51.2068122
-30.0253112,-51.2070325
-30.027047,-51.207731
-30.0289376177991,-51.2029194831848
-30.0285662,-51.2025224
-30.028983,-51.202648
-30.0285662,-51.2025224
-30.0285662,-51.2025224
-30.028654,-51.202773
-30.0288261529277,-51.2028765678406
-30.0285662,-51.2025224
-30.0285732,-51.2030574
-30.0340142,-51.2026334
-30.0388818,-51.2019747
-30.0393173,-51.1995357
-30.028981,-51.208419
-30.0289042,-51.2079292
-30.02899,-51.207907
-30.0284856,-51.2083777
-30.0289761,-51.2085033
-30.0284267361092,-51.2083697319031
-30.029128,-51.208882
-30.028937,-51.2082152
-30.028944,-51.208481
-30.0287890434256,-51.208908
-30.0293369,-51.2118637
-30.029009,-51.21177
-30.0238458,-51.2090143
-30.0243202,-51.2095205
-30.024555,-51.208877
-30.0346964656125,-51.2089061737061
-30.0348256,-51.2084178
-30.0348547,-51.2083783
-30.0342506312804,-51.2098395824432
-30.034746,-51.2097218
-30.035096,-51.208357
-30.035445,-51.209167
-30.0338067,-51.2084344
-30.035675,-51.208398
-30.043134,-51.208391
-30.042438,-51.208633
-30.0436868,-51.2095426
-30.0444571,-51.210435
-30.0453961,-51.2098419
-30.0458072,-51.2095366
-30.042451,-51.208533
-30.044143,-51.209354
-30.0435485,-51.2075308
-30.043247,-51.207201
-30.0435485,-51.2075308
-30.049434,-51.202962
-30.04879,-51.202357
-30.0485932,-51.2038385
-30.0486084,-51.2038505
-30.0487763678107,-51.2019538879395
-30.049098,-51.20144
-30.051299,-51.202225
-30.050372,-51.202693
-30.050826072692,-51.2001085281357
-30.051685,-51.203147
-30.049766,-51.20138
-30.02814482,-51.20636936
-30.0283338482464,-51.2069857120514
-30.027927,-51.206773
-30.026697,-51.2087130546555
-30.028023,-51.206582
-30.0283296,-51.2075143
-30.02793,-51.206565
-30.0272006093109,-51.2030053138733
-30.0272098982073,-51.2034237384796
-30.027327,-51.203139
-30.0273863870734,-51.2040138244629
-30.027297,-51.203241
-30.027448,-51.203278
-30.02728636,-51.20303209
-30.02730563,-51.20269924
-30.026534,-51.203564
-30.029267,-51.210052
-30.02938,-51.209944
-30.0297422,-51.2098197
-30.028943,-51.207756
-30.0285146,-51.2085117
-30.0285687,-51.2035384
-30.0286084,-51.2037699
-30.028661,-51.203507
-30.028844730415,-51.2031984329224
-30.028671026229,-51.2031126022324
-30.028505,-51.20361
-30.0286084,-51.2037699
-30.0285687,-51.2035384
-30.02878,-51.203939
-30.031621,-51.187865
-30.032168,-51.188982
-30.0301219243167,-51.1881364881992
-30.0320572,-51.1888674
-30.032036,-51.188939
-30.032869,-51.188405
-30.03363,-51.18935
-30.0317334873194,-51.191611289978
-30.0260952244254,-51.2051510810852
-30.0261452,-51.2049361
-30.026626,-51.204923
-30.0261452,-51.2049361
-30.0263202,-51.2052074
-30.0261452,-51.2049361
-30.0232173,-51.2057241
